trackid,track_name,track_artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0aersVHlGGXcHeRvHtuaSt,Dancing On Glass,['St. Lucia'],0.564,0.945,-4.705,0.0493,0.0189,0,0.359,0.399,101.003
3uEu7hcvgrSOrgnMxzqugh,Pure Grinding,['Avicii'],0.712,0.743,-3.462,0.0627,0.0852,4.16e-06,0.106,0.361,104.008
3Q95VQL8yWRO8mkF6VoDzi,Sunset Jesus,['Avicii'],0.61,0.788,-3.599,0.0646,0.0278,1.06e-06,0.13,0.687,104.934
2IqjKEBiz0CdLKdkXhxw84,Retrograde,['James Blake'],0.533,0.251,-11.283,0.0372,0.873,0.104,0.134,0.186,77.503
30IC8IrryMmUW660TmvzYM,The Real,['Busty and the Bass'],0.48,0.69,-5.46,0.134,0.112,0,0.0799,0.489,155.648
4QImv4OZnJII6NUMgqqGru,Almost Makes Me Wish for Rain,['Lucius'],0.74,0.917,-5.389,0.0927,0.0339,0.0863,0.225,0.384,104.98
6TYWE19e35N7Bn5heHwyY6,Your Girl,['Violet Days'],0.553,0.564,-7.072,0.0418,0.039,0,0.318,0.31,149.953
1fviEsiaU55IDr01HTbi1R,Follow You,['Cheat Codes'],0.607,0.906,-5.27,0.0335,0.0063,0.156,0.128,0.457,111.987
1qEE6kxOZYr1bUEPZYnbyH,Easy Lover,"['Panama Wedding', 'Great Good Fine Ok']",0.718,0.804,-4.491,0.0608,0.118,0,0.118,0.873,126.999
4qqArAiTPueDxIp7cf87h7,Final Song,['MØ'],0.695,0.672,-6.109,0.0345,0.014,7.95e-05,0.0756,0.245,104.988
3bhhM8sG53lsPYRpakieZB,Swim,['Fickle Friends'],0.628,0.83,-4.13,0.0386,0.223,0,0.151,0.691,104.97
7FX3ZWE70VRjsprg5oeECc,Talk Too Much,['COIN'],0.598,0.914,-3.752,0.0878,0.0106,1.22e-06,0.369,0.531,103.972
2f3GPCYUaoOLoQHRXrlMaL,Hurt Me (2015),['Låpsley'],0.681,0.615,-8.536,0.147,0.449,0.000115,0.0884,0.412,137.906
0k30XHFINFgMZbGYFVtgHn,How I Want Ya,['Hudson Thames'],0.766,0.609,-3.901,0.0377,0.000504,0,0.0895,0.542,101.012
7LhLS1B6KSwg3ODV2gUAlO,Animals,['Coast Modern'],0.597,0.924,-4.076,0.0432,0.00208,7.84e-05,0.15,0.881,121.034
7ygO2E3yfwZVYbzaPdGzed,Guru,['Coast Modern'],0.76,0.701,-6.393,0.042,0.232,0.00295,0.07,0.81,140.023
3BwR5psKNxcyqWoc80eOuq,ILYSB,['LANY'],0.623,0.627,-6.73,0.0518,0.603,0.00908,0.316,0.459,100.04
5ujh1I7NZH5agbwf7Hp8Hc,Swimming Pools (Drank) - Extended Version,['Kendrick Lamar'],0.716,0.485,-7.745,0.404,0.123,2.69e-05,0.604,0.26,74.132
3aGibUHhQyBsyumYHylw0K,Backseat Freestyle,['Kendrick Lamar'],0.546,0.651,-7.601,0.3,0.000739,0,0.235,0.646,77.878
2MYl0er3UZ1RlKwRb5LODh,A.D.H.D,['Kendrick Lamar'],0.609,0.799,-6.883,0.24,0.33,0,0.108,0.582,157.74
0IKK48xF4eEdfofyaeKWWO,PILLOWTALK,['ZAYN'],0.588,0.702,-4.271,0.0496,0.104,0,0.089,0.429,124.909
0M5739W3A5JUMBADuPg038,Carried Away,['Great Good Fine Ok'],0.718,0.759,-5.747,0.182,0.103,0,0.0455,0.962,93.993
4EaO2XR7gWaHq8DW7nu1iY,Paris,['Magic Man'],0.472,0.881,-5.252,0.0524,0.0876,0,0.0698,0.502,178.858
3HYXqOAm2Q8b2OyYqzv8d4,101,['WALLA'],0.71,0.827,-5.244,0.032,0.0437,1.28e-05,0.0896,0.833,110.003
2zqd6xGuFVYeh16DN2UAek,Sunday Morning,"['BØRNS', 'Petite Meller']",0.391,0.786,-3.839,0.0378,0.0476,2.4e-06,0.22,0.556,108.137
3rwdcyPQ37SSsf1loOpux9,Surrender,['Cash Cash'],0.542,0.894,-2.879,0.0676,0.0236,0,0.132,0.296,127.947
4JJTel4WTX7VeyN3fe5CbS,Take Ü There (feat. Kiesza) - Missy Elliott Remix,"['Jack Ü', 'Skrillex', 'Diplo']",0.52,0.898,-1.527,0.201,0.0853,0,0.163,0.13,159.855
03IztGDdGlV4FkJsyDqVa6,Ghost - Mikah Remix,['Sterling Fox'],0.373,0.934,-6.055,0.0463,0.172,0.627,0.108,0.283,113.956
4O9dZs2B0ilk4PEfX2bPEv,Diet Mountain Dew,['Lana Del Rey'],0.595,0.696,-5.921,0.0417,0.276,0,0.411,0.533,88.013
63hHlajVLQnlFMAqSyePxO,Black Beauty,['Lana Del Rey'],0.32,0.529,-7.595,0.0436,0.27,0.0136,0.0942,0.103,119.898
4np1UPhRvjBfYC4f3CaLtI,Yayo,['Lana Del Rey'],0.506,0.201,-12.931,0.0294,0.926,0.000411,0.253,0.145,71.925
20mFhvJBiNJW4259lXTEQQ,What You Need,['Flume'],0.452,0.584,-8.639,0.0604,0.048,0.00191,0.259,0.206,75.035
1rdfddPgQ1tdGifjjUas67,Warm Thoughts,['Flume'],0.556,0.869,-6.838,0.0915,0.0386,0.0213,0.0729,0.622,168.037
04Z1hAnLPmUHTKMFLFoXZe,Space Cadet,['Flume'],0.703,0.611,-7.031,0.107,0.0619,0.0068,0.349,0.191,97.957
4IQjoNXWicYPRSl6fmdIv9,Ezra,['Flume'],0.589,0.547,-5.598,0.0343,0.424,0.0158,0.168,0.417,90.025
1LRVf5tinDADpaoqg8JN0a,Change,['Flume'],0.642,0.762,-6.455,0.0395,0.00186,0.396,0.166,0.524,97.029
511JLiR4EXSjnU8yPdb2yx,All the Years,['Wild Child'],0.594,0.224,-10.728,0.0848,0.965,1.5e-06,0.15,0.594,171.894
5Fy99anhVXvgjqxfjU3pIa,Rockstar (feat. Bri & Dillon Ashton),['William Bolton'],0.569,0.798,-5.844,0.0611,0.0479,0,0.167,0.578,83.004
29BXCsh4lGLrndprkgYL6O,Somewhere in Paradise (feat. Jeremih & R. Kelly),['Chance the Rapper'],0.751,0.55,-8.588,0.454,0.361,0,0.162,0.671,119.665
6aEgrTRLSRQ0FIrvOwcOE6,Ultralight Beam,['Kanye West'],0.591,0.398,-8.731,0.431,0.624,0,0.539,0.348,105.956
7rlCeTnjn0plPZkVAcctPZ,Bills,['LunchMoney Lewis'],0.699,0.747,-3.453,0.0964,0.274,0,0.486,0.683,126.001
2hv6PXz7z3csMF5P1jOPrR,Mama,['LunchMoney Lewis'],0.836,0.851,-4.94,0.125,0.168,3.71e-05,0.0153,0.954,149.994
7tfFKFzhab4584SHvAlFYB,Talking To Myself,['Gallant'],0.628,0.485,-6.02,0.0733,0.0101,3.79e-06,0.113,0.54,119.881
7BHrM7SmnxwdIbvpaFwpVv,Episode,['Gallant'],0.567,0.703,-3.997,0.0439,0.258,6.68e-05,0.103,0.547,109.86
0XrGlgs6iRG1gYQfEmxJ1i,Bone + Tissue,['Gallant'],0.331,0.423,-8.741,0.0744,0.16,0,0.0817,0.225,80.17
6ueI5IGjsFhfCZIFZ5CI9s,Skipping Stones (feat. Jhené Aiko),['Gallant'],0.584,0.537,-5.646,0.0344,0.495,0.000189,0.397,0.4,79.982
2Th9BGKvfZG8bKQSACitwG,It's Strange (feat. K.Flay),['Louis The Child'],0.837,0.492,-7.792,0.354,0.371,0.0401,0.102,0.417,85.951
7yYqzZWbDmrDqbl3WQ2Riy,Keep Singing,['Rick Astley'],0.597,0.638,-5.606,0.0445,0.753,0,0.138,0.497,79.966
451GvHwY99NKV4zdKPRWmv,Banana Pancakes,['Jack Johnson'],0.816,0.375,-8.053,0.0996,0.607,8.66e-06,0.0933,0.615,114.303
6j4PC0PT4A5TI9QitUTV2x,Blue Dream,['Big Gigantic'],0.577,0.954,-2.56,0.0495,0.00117,0.324,0.288,0.46,95.011
4mv5scFstr5JbVpB2jG3IS,The Little Things (feat. Angela McCluskey),['Big Gigantic'],0.496,0.878,-5.397,0.0507,0.000545,0.191,0.238,0.453,146.023
4dluREGa7wZ9sLb6qzDVxj,Fresh Air,['Wyatt Estes'],0.855,0.565,-6.771,0.195,0.0627,0.268,0.0967,0.361,100.036
2O99aywAVBhaPrsiJ6zbSS,'Cause I'm A Man,['Tame Impala'],0.547,0.695,-4.969,0.0337,0.108,0.00301,0.14,0.641,144.684
1cCbsojaA6GIT7Y3zuMJ1q,Nangs,['Tame Impala'],0.536,0.526,-9.754,0.181,0.159,0.847,0.128,0.434,167.608
2X485T9Z5Ly0xyaghN73ed,Let It Happen,['Tame Impala'],0.602,0.881,-5.875,0.0443,0.00462,0.0266,0.111,0.577,125.012
6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,['Tame Impala'],0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879
2vDT1uU6hZgdp3PbWGr0Xy,7 Years,['Lukas Graham'],0.765,0.473,-5.829,0.0514,0.287,0,0.391,0.34,119.992
4SomXw7LvJBCEBBLfZdVU4,Can’t Control The Weather,['Fairground Saints'],0.68,0.716,-6.213,0.0704,0.169,0,0.113,0.537,106.935
6JoFnHhpvnz77d9gSVSKe6,Why Do You Feel,['Flight Facilities'],0.789,0.746,-6.342,0.0883,0.475,0.000536,0.205,0.705,95.013
5Zwemo2WvYE873t19WMFfi,Awesome Patrol,['Zen Death Squad'],0.656,0.771,-5.491,0.0344,0.00189,0.0426,0.0254,0.219,95.004
2l6fPqfcWjbGvqVZBEdRsG,Meadows,['Wild Child'],0.713,0.484,-7.856,0.0376,0.351,0.00132,0.115,0.184,125.083
2d8K1WX9l58m1ON3uAcQRu,Here Now,['Wild Child'],0.503,0.146,-14.692,0.0398,0.982,0.0016,0.109,0.385,173.629
5d9SYJezRJqMYJBQu1X3Mp,Crazy Bird,['Wild Child'],0.782,0.534,-8.35,0.0353,0.261,0.000176,0.37,0.722,93.473
1fyhsG1v8CCFVPP5Ijbr9P,Rillo Talk,['Wild Child'],0.765,0.311,-10.614,0.0418,0.535,0.613,0.0761,0.498,74.985
1btJNBbN2RlGrLgNRIfNPL,Kusanagi,['ODESZA'],0.408,0.327,-8.307,0.0301,0.484,0.429,0.164,0.0403,74.975
10d7h0DIYmkaWdHg7t7pjt,Echoes,['ODESZA'],0.518,0.516,-8.917,0.0377,0.00196,0.348,0.0858,0.0748,139.932
2r9ub1K7V4PrLRsIA665nS,Colour Me In Gold,['JP Cooper'],0.386,0.374,-8.947,0.0369,0.821,2.19e-05,0.0811,0.115,90.221
14nAduJCKWCpmQznKFxDs6,Faded - Lido Remix,['ZHU'],0.734,0.445,-12.994,0.404,0.0776,0.00365,0.0669,0.0907,127.945
0nMqAzCOdTbB4AtNUe2qZ6,burning gold - Autograf Remix,['Christina Perri'],0.482,0.842,-5.866,0.309,0.0906,0.00913,0.0904,0.12,97.853
6xANFc4ajkfCOCivvrtD7U,Wasting Time,['Kids These Days'],0.543,0.453,-10.894,0.132,0.472,0.000131,0.111,0.141,81.689
56twMOlq9DJc3EgpVUVIrW,Stone Cold,['Demi Lovato'],0.419,0.453,-7.685,0.0437,0.539,0,0.0971,0.356,140.327
7viVy4Pzl3vbISTFT0Y7BJ,"Never Let Me Go - MTV Unplugged, 2012",['Florence + The Machine'],0.402,0.284,-10.722,0.0481,0.882,0,0.702,0.343,148.171
2GMp7ZqMsBOnAVgTQOyPNB,"Shake It Out - MTV Unplugged, 2012",['Florence + The Machine'],0.475,0.768,-5.687,0.054,0.675,0,0.701,0.338,112.103
41yIvlFgvGwxq8qTqAR7eG,Bloom - Bonus Track,['The Paper Kites'],0.592,0.416,-9.794,0.0246,0.882,0.000586,0.112,0.417,96.002
2eiY8qXiV6yReXSeuoplns,All the Pretty Girls,['KALEO'],0.466,0.496,-6.606,0.0302,0.626,6.22e-06,0.117,0.352,74.747
7aUuoq4oMfLxaLa5GVUDHi,Way down We Go,['KALEO'],0.59,0.578,-5.798,0.0528,0.612,0.000162,0.0837,0.264,81.663
7ERguEkLSEa0ebJyFlsPm0,We Were Just Kids,['Radical Something'],0.73,0.687,-8.385,0.108,0.276,0,0.234,0.626,77.98
0mWgH24BxM1Hgb1M3dT0r4,Cali Get Down,['Radical Something'],0.537,0.907,-3.693,0.0814,0.000217,0.000389,0.0899,0.834,170.109
1w2QVMLZFpTqO44VlwqIKi,Superhero,['Radical Something'],0.619,0.691,-5.83,0.0316,0.217,0,0.0991,0.599,90.93
5gT6YeDF97X22JuZlrbONW,Hang Out,['Radical Something'],0.683,0.804,-6.762,0.0745,0.165,0,0.164,0.946,83.955
2oPHPB85FXeJX8E5YSdWMF,Sky Is Born,['Radical Something'],0.621,0.738,-7.555,0.156,0.45,0,0.129,0.835,169.939
0wXtJFhGYMkccpJK0jhaQr,Christie Lee,['Billy Joel'],0.669,0.918,-5.044,0.0443,0.022,0,0.39,0.96,148.102
2L6TiHsLXcpJ0wnx8I2AFc,Say Yes,['Radical Something'],0.738,0.897,-3.103,0.0461,0.00285,1.87e-06,0.045,0.903,130.061
3yBuFPKjJuDCZGK86qXwgo,Be Easy (feat. Kinetics),['Radical Something'],0.598,0.534,-7.446,0.123,0.13,0,0.0848,0.359,171.757
0Dw5XQ7j8o8Umpf647VrR8,Santa Barbara,['Radical Something'],0.691,0.637,-7.814,0.0615,0.101,0,0.146,0.632,153.95
5heOAaL1BhaT4DbKKwvBiB,The Idea,['Sam Lachow'],0.804,0.519,-5.48,0.14,0.00393,0.000428,0.111,0.732,163.962
5mQjdE8ujLsXjBrlOkUYBg,Trndsttr (Lucian Remix) [feat. M. Maggie],['Black Coast'],0.794,0.476,-4.337,0.0558,0.354,0.00307,0.332,0.471,129.827
7IaecDGUsRDMlQ8fS2seW6,Sky High,['Big Gigantic'],0.547,0.814,-9.771,0.037,0.00658,0.00307,0.308,0.409,90.017
0W12ePntnQj0KbroHIiFM9,Get On Up,['Big Gigantic'],0.576,0.93,-2.349,0.0571,0.00177,0.251,0.107,0.321,102.996
1ZYh7sWLNwtzqNX19AZY5Q,Fire,['Jack Garratt'],0.326,0.574,-9.101,0.322,0.0171,0.000643,0.331,0.379,79.421
0oH6dm5Mc0zzUfe8NERSvL,Breathe Life,['Jack Garratt'],0.603,0.601,-7.511,0.126,0.00225,0.0358,0.123,0.239,103.985
3Np3DKcOQuraKONOVVMxGJ,No Less,['SG Lewis'],0.557,0.275,-13.659,0.111,0.237,2.67e-06,0.636,0.197,92.147
0i4Zkb6Ts5JqLJIAMNzSSl,Pre-Occupied,['Jon Bellion'],0.752,0.743,-6.161,0.299,0.281,2.45e-06,0.543,0.485,89.065
28pdIEbChDEj6JdhAuuXU9,Munny Right,['Jon Bellion'],0.471,0.503,-6.213,0.162,0.627,5.62e-05,0.478,0.175,90.237
0Do59HJNKcUliLc888Y2eT,Woodstock (Psychedelic Fiction),['Jon Bellion'],0.752,0.638,-6.184,0.0608,0.462,4.68e-06,0.0597,0.699,134.01
5ho74ZlMvEbyhFutCd8SGg,Holy Ghost,['BØRNS'],0.591,0.874,-4.224,0.0562,0.00153,1.45e-05,0.0602,0.775,89.998
03YZnK3XQWKpvo9TyNZzXf,The Emotion,['BØRNS'],0.418,0.688,-5.515,0.0265,0.212,0.00964,0.705,0.319,150.03
62ZXL1CWLJDiDWUZUhfLfU,Dopamine,['BØRNS'],0.551,0.813,-4.25,0.0621,0.0155,5.82e-06,0.105,0.568,97.557
35GS3Vh3ouARXMpsmZeXJy,Overnight Sensation,['BØRNS'],0.465,0.866,-2.716,0.0388,0.00406,0.0029,0.0993,0.633,164.078
1huRm0I1QxVb1pJziyCSRh,Fool,['BØRNS'],0.675,0.8,-4.58,0.0324,0.002,0.0405,0.0861,0.889,124.999
4AewKenHXKBt643p473xCk,American Money,['BØRNS'],0.542,0.867,-5.26,0.0813,0.0226,0.00347,0.116,0.326,134.984
2IDaot6HBRmqldvBjCp0iA,Dug My Heart,['BØRNS'],0.571,0.811,-5.497,0.0903,0.024,0.000191,0.121,0.601,166.066
2YbsyXJGfZRnnl93Rk4JzW,Tragedy - Indiginis Remix,['DIGY'],0.716,0.51,-6.206,0.0281,0.0202,4.38e-06,0.112,0.307,93.005
79768hVMwOfHlrnu5KNJdO,"Angry and Dead Again - From ""Pirates of the Caribbean: On Stranger Tides""/Soundtrack Version",['Various Artists'],0.527,0.415,-16.475,0.0588,0.719,0.863,0.0623,0.322,110.041
7FO0x7JjF1g2cHgR8jTOCo,Flickering (feat. Common Souls),['Smoaj'],0.571,0.3,-15.611,0.119,0.57,6.99e-06,0.0949,0.0479,134.921
5kTx5PWQYF5ARuIVbkQalW,Drift,"['Alina Baraz', 'Galimatias']",0.479,0.348,-9.708,0.029,0.55,0.0025,0.104,0.147,86.374
5EZlHutUfiJI0m3Yew3RF7,Midnight Island,['Harrison Brome'],0.645,0.793,-8.621,0.0345,0.175,0,0.134,0.613,94.216
4Nu5ExZU76OSYlLq1uR88K,Think of Me,['Headchef'],0.529,0.652,-6.323,0.0261,0.17,7.01e-06,0.0875,0.442,87.974
2Eu1m3tEeCW2ppIWRsHHgt,Cardiac Arrest (WoodysProduce Remix),['Bad Suns'],0.576,0.765,-3.726,0.0398,0.126,6.99e-05,0.106,0.444,99.971
1rtv2Qo1W2Rosrk1r9Khmw,Jarmin in the Dark,['Young Monks'],0.616,0.656,-5.396,0.0472,0.0737,0.000324,0.281,0.54,79.969
1GJNXjCzhaqivYTKVvm5lh,So. Good.,['Johnny Stimson'],0.535,0.361,-5.445,0.126,0.511,3.42e-06,0.113,0.566,98.116
6JORMMQcK7e4hIF0FCYMxs,We Were Lovers,['The Analog Affair'],0.509,0.453,-7.897,0.0337,0.716,0.57,0.347,0.126,130.014
0yZjQXV6BsOKUY6S0OigkO,Fade,['Mexico City Blondes'],0.734,0.625,-6.7,0.0378,0.329,0.0547,0.145,0.475,130.095
7uWVT3UkCAZyANvv0bdyQn,These Walls,['Kendrick Lamar'],0.752,0.489,-5.233,0.137,0.11,3.57e-06,0.202,0.373,108.005
4KjnaUNYPwGnJjoeTFlt91,Now Or Never - Bonus Track,['Kendrick Lamar'],0.528,0.708,-5.879,0.207,0.264,0,0.308,0.781,97.8
6UNcSlmYEoRFANqx8EqjiL,Floats My Boat,['Aer'],0.812,0.694,-5.456,0.218,0.0278,0,0.0385,0.67,170.026
0BLPuaA32HDg6AJTUT4WMl,Shark In The Water,['V V Brown'],0.554,0.805,-3.128,0.0597,0.0279,0,0.359,0.697,98.981
0N3W5peJUQtI4eyR6GJT5O,King Kunta,['Kendrick Lamar'],0.884,0.657,-4.569,0.0977,0.00589,0,0.154,0.489,107.059
1WT11QmhZutciEv1NsHt1R,Mortal Man,['Kendrick Lamar'],0.567,0.525,-9.043,0.75,0.665,0,0.708,0.416,86.935
7A3ETuOrieyx9KSF0sn0Zf,You Ain't Gotta Lie (Momma Said),['Kendrick Lamar'],0.443,0.635,-5.404,0.223,0.455,2.07e-05,0.285,0.672,93.742
7L5OD7dPaSUTKrVClotd7Q,Home for the Holidays,['J. Cole'],0.559,0.816,-8.835,0.363,0.0316,0,0.129,0.707,86.811
5Qr4EzrrvzNJoBNGyKeBEe,Back to the Topic,['J. Cole'],0.655,0.83,-7.249,0.27,0.365,0,0.117,0.658,98.969
2UOYzhusMTypF7oAQwksCj,Hood Politics,['Kendrick Lamar'],0.731,0.661,-6.562,0.376,0.145,0,0.12,0.369,87.912
1ZOd9cvaPwhcxUNEZzZhnX,Coiled Corner (Feat. Bijou),['Feverkin'],0.385,0.485,-9.806,0.329,0.881,0.16,0.155,0.159,170.94
0CjJqkWOpIUXdem5hUcxAk,Momma,['Kendrick Lamar'],0.615,0.743,-4.58,0.325,0.254,0,0.665,0.515,111.914
3ODXRUPL44f04cCacwiCLC,i,['Kendrick Lamar'],0.541,0.809,-4.286,0.324,0.708,0,0.72,0.753,120.094
72zXaXaqfhcm3Of8xpYb8c,Past Lives,['BØRNS'],0.744,0.662,-7.786,0.0813,0.102,0.00142,0.0795,0.458,110.015
5k2cG12epcVdHzGKM8nYPM,Front Row (feat. Jackson Breit),['William Bolton'],0.719,0.731,-6.176,0.0709,0.0303,0,0.0961,0.962,81.065
1RHQ7op28N0Zwo4c3yDIA4,Girls Your Age,['Transviolet'],0.426,0.398,-9.553,0.0539,0.455,0.00393,0.0873,0.113,139.252
3xFRKoxzpae9D4iFs7P1co,Colours in the Dark,['Tongues.'],0.697,0.619,-7.254,0.0362,0.00271,0.0438,0.408,0.427,109.964
73xsMXuRNB3yqLeNc7NXBq,Religion,['Tongues.'],0.675,0.547,-4.999,0.0481,0.114,7.97e-05,0.0678,0.365,75.003
4cBo7CNbtTkyoAK2BnToqv,Put Me Down,['Aquilo'],0.578,0.58,-8.37,0.0662,0.57,0.00242,0.0787,0.386,180.117
15u8XbXuzZvFxx5vbNU5LW,Gold Rays,['Vinyl Pinups'],0.611,0.858,-4.581,0.0363,0.00185,0.00727,0.23,0.959,131.997
1XCpTCBHoG6JFzQA1mm5EX,Lovesick,['Mura Masa'],0.728,0.707,-7.082,0.306,0.143,0.218,0.0371,0.781,177.905
79nopNMm3rJSUfQfMkG0Ur,Firefly,['Mura Masa'],0.793,0.449,-9.243,0.136,0.415,2.02e-06,0.0642,0.46,109.982
37USlegCLu0v62VVacWNAI,Love Lockdown - Bonus Track,['Glass Animals'],0.767,0.355,-10.031,0.0445,0.146,0,0.298,0.288,119.992
2wVFk82wYsoimKqBLqTm71,Modern Love,['Max and the Moon'],0.642,0.919,-6.496,0.0343,0.032,0.0017,0.126,0.292,107.004
1G65CPugae3iLdMWPweWTX,Losing the Agreement,['Max and the Moon'],0.603,0.673,-5.41,0.0433,0.511,3.21e-06,0.081,0.33,139.88
3avkukh8YOH70Feex4cIRG,Stay,"['Chiefs', 'Nick Acquroff']",0.368,0.745,-4.207,0.0508,0.275,0,0.0959,0.188,136.495
14wv4HMZ12pHhsU2BWSSvW,Tides,['CRISTALLIN'],0.599,0.477,-6.883,0.0749,0.421,0.000145,0.0845,0.467,94.007
6vyFAHVKIsp3pdyhlOKMAz,All That and More (Sailboat),['Rainbow Kitten Surprise'],0.455,0.525,-9.225,0.149,0.802,0,0.226,0.383,83.237
7trx783SvnHhKkmgSSTIFJ,First Class,['Rainbow Kitten Surprise'],0.554,0.337,-10.189,0.0351,0.581,0,0.0871,0.216,89.961
465hVdgg75kPgRdpJfEFFT,Seven,['Rainbow Kitten Surprise'],0.641,0.531,-7.243,0.157,0.0492,0,0.118,0.194,135.564
0HsGh7cboYz6cVMIyFrQ8j,Devil Like Me,['Rainbow Kitten Surprise'],0.679,0.63,-6.83,0.158,0.758,7.06e-05,0.111,0.558,123.082
7jdBp6gDHrCK0YVKuqrU8d,Arm's Length,['Kacy Hill'],0.631,0.537,-6.896,0.0242,0.448,2.22e-06,0.0819,0.379,96.969
7e2lRhdJQ6vH4EwOrIMb4g,Foreign Fields,['Kacy Hill'],0.386,0.38,-11.475,0.0999,0.00977,0.283,0.566,0.123,113.466
7pgdadFc6S5mCOTM8KPJ1j,I Wear Glasses,['Mating Ritual'],0.407,0.86,-3.93,0.0642,0.0837,0.0252,0.199,0.375,147.948
21vtyMs7mkb0ji9llNXGm4,Game,['Mating Ritual'],0.684,0.621,-6.781,0.0517,0.276,0.068,0.116,0.595,89.006
0FkD5vWb8VfgOPXAAy7fkA,Lemonade,['Kyle Thornton & The Company'],0.652,0.514,-8.363,0.146,0.447,0,0.108,0.571,132.051
4NFIAz3mPVBIoVwlAqe1jj,Read Receipts,['Kyle Thornton & The Company'],0.493,0.77,-6.18,0.235,0.398,0,0.619,0.628,88.208
34yJBX5uzdCK0QwoLlAsp3,Hunger,['Sam Sure'],0.466,0.454,-11.629,0.102,0.693,0.00966,0.109,0.229,170.071
4WFBCLi7VSaTEfNdeYIFXH,Can't Let Go (Ben Esser Remix),['Noah Slee'],0.528,0.656,-6.178,0.0945,0.197,1.08e-05,0.126,0.175,149.894
5Os7Z7SPgvZfBQp1zt4wEN,Water,['Jack Garratt'],0.585,0.615,-8.887,0.0449,0.0297,0.389,0.225,0.192,135.998
5P0QUzxnExXOnLVoansY0z,Let's Stay Together,['William Bolton'],0.635,0.614,-6.75,0.0367,0.369,0,0.219,0.686,91.076
4yBnKUHioZxK5QWC7Ta5kR,Desperation,['1ST VOWS'],0.648,0.509,-7.751,0.323,0.0884,0,0.0692,0.197,139.935
3K5gwyzGXY5q0aeMM9U8xS,On My Mind,['William Bolton'],0.753,0.599,-6.999,0.331,0.0673,0,0.093,0.81,159.744
0Wd1ag8Z1nITfE87KO74et,Sound in Me,['Inwires'],0.577,0.614,-6.857,0.0358,0.00126,0.000423,0.0949,0.493,92.998
5j1iBBibOcgGaapwex5dwF,Kisser (Rii Remix),['Step Rockets'],0.554,0.6,-7.092,0.0544,0.000332,0.0626,0.132,0.315,172.062
7yLdsSgvUrUXlSlpfBuoCA,Between Us,['Elènne'],0.688,0.509,-6.762,0.318,0.396,0.000152,0.129,0.362,114.965
4eTVpfb9fISH1FV4APpX2T,You & Me - Flume Remix,['Flume'],0.593,0.392,-6.872,0.0257,0.382,0.000114,0.131,0.25,75.065
7okkcgSQ6HV2VTzQi02s36,Dream at Night (feat. Dillon Ashton),['William Bolton'],0.513,0.542,-10.491,0.17,0.106,0,0.161,0.809,171.167
1HD2FECukbh9xY4IOq8qRE,Zimbabwe - Flume Remix,['New Navy'],0.674,0.697,-8.766,0.0344,0.106,0.223,0.0936,0.0395,110.003
4tQcyj5488alHT1ZgFduzn,How Much A Dollar Cost,['Kendrick Lamar'],0.624,0.729,-4.747,0.198,0.415,0,0.135,0.334,87.948
6y0igZArWVi6Iz0rj35c1Y,Never Be Like You (feat. Kai),['Flume'],0.54,0.59,-4.359,0.0528,0.446,0,0.14,0.267,119.878
6hj7rfEI1u8xIL60V1uUKt,Holdin On,['Flume'],0.43,0.436,-4.816,0.119,0.17,0,0.128,0.217,90.053
6VUhm47nVadRxTfYrdcelX,Cavalier (Dpat Remix),['James Vincent McMorrow'],0.718,0.475,-10.501,0.112,0.596,0.00595,0.107,0.104,130.004
60pea6CYtGidnFhCSNfax8,Pony,['Pretty Sister'],0.583,0.676,-7.639,0.173,0.0193,0,0.1,0.61,71.838
33KE5MDXjlH3YD8UHsopvH,Am I Ok,['Rivver'],0.531,0.608,-6.749,0.0325,0.6,0.908,0.0865,0.265,149.921
4KHoA5qhUxrvye9Ku4dyqT,Nothin On My Mind,['Astronomyy'],0.652,0.527,-9.629,0.0293,0.0514,3.09e-05,0.0961,0.0978,90.006
1WoJEWUPjhCTwfbOeUjoCI,Letting In,"['Beauville', 'NoMBe']",0.734,0.535,-7.674,0.2,0.623,0.0111,0.108,0.418,80.048
3kbjhJgBeA9KuAu0Y1CwIa,Paris,['April'],0.87,0.434,-9.179,0.0329,0.615,0,0.0999,0.622,114.991
6yEbpQ36g7WX6zVnIDclds,Forget Not Yet,['American Gospel'],0.516,0.335,-11.93,0.0309,0.61,0,0.121,0.163,129.88
4zue49ajFgZYg8S0iD4zno,New York Sunshine,['William Bolton'],0.536,0.712,-5.284,0.237,0.316,0,0.462,0.379,71.902
3jfr0TF6DQcOLat8gGn7E2,Do I Wanna Know?,['Arctic Monkeys'],0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03
0t6eWxZFkm89DuTj8tJ2fz,I Wanna Be Yours,['Arctic Monkeys'],0.464,0.417,-9.345,0.0256,0.136,0.022,0.0974,0.479,67.528
2v8X6L6j0kbUPXDZwtXvXU,Why'd You Only Call Me When You're High?,['Arctic Monkeys'],0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004
